pairID,predicted_label
3405942945.jpg#3r1e,1.0
3405942945.jpg#3r1n,1.0
2330765551.jpg#1r1e,0.0
2330765551.jpg#1r1c,0.0
2330765551.jpg#1r1n,0.0
418112325.jpg#3r1n,0.0
418112325.jpg#3r1c,0.0
418112325.jpg#3r1e,2.0
3159995270.jpg#1r1c,1.0
3159995270.jpg#1r1e,0.0
3159995270.jpg#1r1n,0.0
3394586927.jpg#1r1n,0.0
3394586927.jpg#1r1e,1.0
3394586927.jpg#1r1c,1.0
4662903109.jpg#1r1e,1.0
4662903109.jpg#1r1n,0.0
4662903109.jpg#1r1c,0.0
4494029358.jpg#0r1e,0.0
4494029358.jpg#0r1n,2.0
4494029358.jpg#0r1c,0.0
3344861882.jpg#0r1n,1.0
3344861882.jpg#0r1e,0.0
3344861882.jpg#0r1c,1.0
2968885599.jpg#2r1e,0.0
2968885599.jpg#2r1c,2.0
2968885599.jpg#2r1n,1.0
7707787460.jpg#0r1e,0.0
7707787460.jpg#0r1c,2.0
7707787460.jpg#0r1n,2.0
3499641634.jpg#0r1c,0.0
3499641634.jpg#0r1e,1.0
3499641634.jpg#0r1n,2.0
4666848560.jpg#0r1c,2.0
4666848560.jpg#0r1n,2.0
4666848560.jpg#0r1e,2.0
7664337844.jpg#4r1e,0.0
7664337844.jpg#4r1c,1.0
7664337844.jpg#4r1n,0.0
4871136587.jpg#1r1n,0.0
4871136587.jpg#1r1c,0.0
382701159.jpg#0r1c,2.0
382701159.jpg#0r1n,1.0
857914283.jpg#1r1e,2.0
857914283.jpg#1r1n,1.0
857914283.jpg#1r1c,1.0
2894309943.jpg#0r1c,2.0
2894309943.jpg#0r1n,0.0
2894309943.jpg#0r1e,2.0
7420985602.jpg#0r1n,0.0
7420985602.jpg#0r1e,1.0
7420985602.jpg#0r1c,2.0
4528578001.jpg#1r1c,0.0
4528578001.jpg#1r1n,1.0
3285552304.jpg#1r1n,2.0
3285552304.jpg#1r1c,1.0
3285552304.jpg#1r1e,0.0
3831892579.jpg#1r1e,1.0
3831892579.jpg#1r1c,0.0
3831892579.jpg#1r1n,0.0
7986651427.jpg#1r1n,0.0
7986651427.jpg#1r1e,2.0
7986651427.jpg#1r1c,1.0
2891451496.jpg#4r1n,2.0
2891451496.jpg#4r1e,1.0
2891451496.jpg#4r1c,1.0
2343525685.jpg#3r1n,2.0
2343525685.jpg#3r1e,0.0
2343525685.jpg#3r1c,0.0
8180138587.jpg#2r1n,1.0
8180138587.jpg#2r1e,2.0
8180138587.jpg#2r1c,1.0
2347570082.jpg#0r1e,1.0
2347570082.jpg#0r1n,2.0
2537594884.jpg#1r1e,1.0
2537594884.jpg#1r1n,1.0
2537594884.jpg#1r1c,2.0
223864886.jpg#4r1n,1.0
223864886.jpg#4r1e,0.0
223864886.jpg#4r1c,0.0
3716283232.jpg#0r1c,0.0
3716283232.jpg#0r1n,0.0
3716283232.jpg#0r2c,2.0
3716283232.jpg#0r2n,1.0
3716283232.jpg#0r2e,2.0
3969232921.jpg#1r1n,1.0
3969232921.jpg#1r1c,0.0
3969232921.jpg#1r1e,0.0
4418471031.jpg#0r1e,1.0
3098336319.jpg#4r1e,0.0
3098336319.jpg#4r1c,0.0
3098336319.jpg#4r1n,1.0
3098336319.jpg#3r1c,0.0
3098336319.jpg#3r1e,2.0
3098336319.jpg#3r1n,2.0
3456362961.jpg#3r1c,2.0
3456362961.jpg#3r1e,1.0
3456362961.jpg#3r1n,1.0
3417319108.jpg#4r1n,2.0
3417319108.jpg#4r1e,0.0
3417319108.jpg#4r1c,1.0
3381746410.jpg#3r1e,2.0
3381746410.jpg#3r1c,0.0
3381746410.jpg#3r1n,0.0
2557922709.jpg#1r1c,2.0
2557922709.jpg#1r1n,1.0
4507759934.jpg#4r1e,1.0
4507759934.jpg#4r1n,1.0
4507759934.jpg#4r1c,1.0
4696874093.jpg#2r1e,2.0
4696874093.jpg#2r1n,2.0
4696874093.jpg#2r1c,0.0
4696874093.jpg#0r1c,1.0
4696874093.jpg#0r1e,0.0
4696874093.jpg#0r1n,1.0
4818426478.jpg#2r1c,1.0
4818426478.jpg#2r1e,0.0
4818426478.jpg#2r1n,1.0
3628017876.jpg#3r1c,2.0
3628017876.jpg#3r1n,0.0
3628017876.jpg#3r1e,0.0
4591391059.jpg#3r1n,1.0
4591391059.jpg#3r1e,2.0
4591391059.jpg#3r1c,0.0
33459741.jpg#2r1c,2.0
33459741.jpg#2r1n,2.0
33459741.jpg#2r1e,2.0
1436760519.jpg#4r1c,0.0
1436760519.jpg#4r1n,1.0
1436760519.jpg#4r1e,0.0
980090465.jpg#0r1n,1.0
980090465.jpg#0r1e,2.0
980090465.jpg#0r1c,2.0
2667242810.jpg#3r1c,0.0
2667242810.jpg#3r1n,2.0
2667242810.jpg#3r1e,0.0
4528309462.jpg#4r1e,0.0
4528309462.jpg#4r1c,0.0
4528309462.jpg#4r1n,2.0
3437654963.jpg#1r1e,1.0
3437654963.jpg#1r1c,1.0
3437654963.jpg#1r1n,1.0
2969380952.jpg#4r1c,0.0
2969380952.jpg#4r1n,1.0
2969380952.jpg#4r1e,0.0
554774472.jpg#4r1e,2.0
554774472.jpg#4r1n,2.0
554774472.jpg#4r1c,2.0
2289068031.jpg#3r1e,1.0
2289068031.jpg#3r1n,0.0
2289068031.jpg#3r1c,2.0
7616038588.jpg#0r1c,1.0
7616038588.jpg#0r1n,1.0
7616038588.jpg#0r1e,0.0
3417672954.jpg#0r1c,0.0
3417672954.jpg#0r1e,0.0
3417672954.jpg#0r1n,0.0
3458559770.jpg#1r1e,1.0
3458559770.jpg#1r1c,0.0
3458559770.jpg#1r1n,0.0
38110161.jpg#3r1n,1.0
38110161.jpg#3r1e,1.0
38110161.jpg#3r1c,2.0
4600994701.jpg#4r1n,0.0
4600994701.jpg#4r1e,1.0
4600994701.jpg#4r1c,1.0
256085101.jpg#4r1e,1.0
256085101.jpg#4r1n,2.0
256085101.jpg#4r1c,1.0
3359414778.jpg#4r1c,2.0
3359414778.jpg#4r1e,1.0
3359414778.jpg#4r1n,0.0
7173939318.jpg#3r1c,2.0
7173939318.jpg#3r1e,2.0
7173939318.jpg#3r1n,0.0
4541666784.jpg#4r1n,2.0
4541666784.jpg#4r1c,1.0
4541666784.jpg#4r1e,1.0
649596742.jpg#0r1c,1.0
649596742.jpg#0r1e,0.0
649596742.jpg#0r1n,1.0
7216545728.jpg#0r1n,0.0
7216545728.jpg#0r1c,2.0
7216545728.jpg#0r1e,1.0
3287760645.jpg#0r1c,1.0
3287760645.jpg#0r1n,1.0
3287760645.jpg#0r1e,2.0
5840232264.jpg#3r1n,0.0
5840232264.jpg#3r1e,1.0
5840232264.jpg#3r1c,0.0
3613705104.jpg#2r1e,1.0
3613705104.jpg#2r1c,2.0
531721856.jpg#4r1e,1.0
531721856.jpg#4r1c,2.0
531721856.jpg#4r1n,0.0
4738781753.jpg#0r1e,1.0
4738781753.jpg#0r1c,2.0
4738781753.jpg#0r1n,1.0
2632133026.jpg#0r1c,1.0
2632133026.jpg#0r1n,1.0
2632133026.jpg#0r1e,2.0
4587968317.jpg#2r1e,0.0
4587968317.jpg#2r1n,0.0
4587968317.jpg#2r1c,0.0
4587968317.jpg#3r1n,2.0
4587968317.jpg#3r1c,1.0
4587968317.jpg#3r1e,0.0
524310507.jpg#0r1c,2.0
524310507.jpg#0r1n,1.0
524310507.jpg#0r1e,1.0
40469496.jpg#3r1e,0.0
40469496.jpg#3r1n,1.0
40469496.jpg#3r1c,0.0
3366904106.jpg#0r1c,1.0
3366904106.jpg#0r1n,0.0
3366904106.jpg#0r1e,1.0
3251646144.jpg#0r1n,0.0
3251646144.jpg#0r1e,0.0
3251646144.jpg#0r1c,1.0
4668251659.jpg#0r1e,2.0
4668251659.jpg#0r1c,0.0
4668251659.jpg#0r1n,2.0
2750867389.jpg#4r1c,1.0
2750867389.jpg#4r1e,2.0
2750867389.jpg#4r1n,0.0
2101755951.jpg#0r1e,0.0
2101755951.jpg#0r1n,0.0
2101755951.jpg#0r1c,2.0
2380765956.jpg#2r1n,2.0
2380765956.jpg#2r1e,2.0
2380765956.jpg#2r1c,0.0
6408404779.jpg#3r1n,0.0
6408404779.jpg#3r1e,1.0
6408404779.jpg#3r1c,1.0
3557871242.jpg#3r1e,0.0
3557871242.jpg#3r1n,1.0
3557871242.jpg#3r1c,0.0
5758838589.jpg#1r1c,2.0
5758838589.jpg#1r1e,0.0
5758838589.jpg#1r1n,2.0
2382950929.jpg#3r1e,1.0
2382950929.jpg#3r1c,0.0
2382950929.jpg#3r1n,2.0
3655862352.jpg#0r1n,1.0
3655862352.jpg#0r1c,1.0
3655862352.jpg#0r1e,0.0
4782447844.jpg#4r1n,2.0
4782447844.jpg#4r1c,1.0
4782447844.jpg#4r1e,2.0
570520724.jpg#1r1e,1.0
570520724.jpg#1r1n,1.0
570520724.jpg#1r1c,1.0
5603329477.jpg#0r1e,0.0
5603329477.jpg#0r1c,1.0
5603329477.jpg#0r1n,0.0
2602827193.jpg#0r1e,2.0
2602827193.jpg#0r1c,2.0
2602827193.jpg#0r1n,0.0
3404408360.jpg#1r1n,1.0
3404408360.jpg#1r1e,1.0
3404408360.jpg#1r1c,2.0
2837804631.jpg#0r1n,0.0
2837804631.jpg#0r1c,2.0
2837804631.jpg#0r1e,1.0
2318659263.jpg#2r1c,0.0
2318659263.jpg#2r1e,2.0
2318659263.jpg#2r1n,0.0
4770018165.jpg#1r1c,0.0
4770018165.jpg#1r1e,1.0
4770018165.jpg#1r1n,2.0
6489895665.jpg#1r1c,1.0
6489895665.jpg#1r1n,0.0
6489895665.jpg#1r1e,1.0
2957676092.jpg#2r1e,1.0
2957676092.jpg#2r1c,0.0
2957676092.jpg#2r1n,1.0
4548948691.jpg#0r1c,2.0
4548948691.jpg#0r1e,0.0
4548948691.jpg#0r1n,1.0
4717777678.jpg#1r1n,1.0
4717777678.jpg#1r1e,0.0
4717777678.jpg#1r1c,0.0
4813609768.jpg#2r1n,0.0
4813609768.jpg#2r1e,1.0
4813609768.jpg#2r1c,2.0
349738226.jpg#0r1e,2.0
349738226.jpg#0r1c,2.0
349738226.jpg#0r1n,1.0
7999356691.jpg#4r1c,2.0
7999356691.jpg#4r1n,1.0
7999356691.jpg#4r1e,1.0
7088139589.jpg#0r1c,1.0
7088139589.jpg#0r1n,2.0
7088139589.jpg#0r1e,0.0
4757629703.jpg#2r1e,0.0
4757629703.jpg#2r1c,1.0
4757629703.jpg#2r1n,2.0
53614287.jpg#0r1c,1.0
53614287.jpg#0r1n,2.0
53614287.jpg#0r1e,0.0
3126773489.jpg#0r1c,2.0
3126773489.jpg#0r1e,2.0
3126773489.jpg#0r1n,0.0
3126773489.jpg#3r1e,0.0
3126773489.jpg#3r1c,2.0
3126773489.jpg#3r1n,0.0
2275029674.jpg#3r1n,2.0
2275029674.jpg#3r1c,1.0
2275029674.jpg#3r1e,1.0
878355466.jpg#4r1e,1.0
878355466.jpg#4r1n,0.0
878355466.jpg#4r1c,2.0
2536792809.jpg#1r1n,0.0
2536792809.jpg#1r1e,1.0
2536792809.jpg#1r1c,0.0
4869034562.jpg#1r1e,1.0
4869034562.jpg#1r1c,1.0
3389995545.jpg#0r1c,1.0
3389995545.jpg#0r1e,0.0
3389995545.jpg#0r1n,2.0
3561314880.jpg#1r1e,1.0
3561314880.jpg#1r1c,0.0
3561314880.jpg#1r1n,2.0
1360456780.jpg#3r1n,0.0
1360456780.jpg#3r1c,2.0
1360456780.jpg#3r1e,1.0
349877184.jpg#4r1n,1.0
349877184.jpg#4r1c,1.0
349877184.jpg#4r1e,0.0
2773744784.jpg#0r1e,2.0
2773744784.jpg#0r1n,1.0
2773744784.jpg#0r1c,0.0
4920455740.jpg#4r1c,1.0
4920455740.jpg#4r1e,2.0
4920455740.jpg#4r1n,2.0
3609448700.jpg#3r1c,1.0
3609448700.jpg#3r1n,1.0
3609448700.jpg#3r1e,1.0
3609448700.jpg#2r1n,2.0
3609448700.jpg#2r1e,1.0
3609448700.jpg#0r1c,2.0
3609448700.jpg#0r1e,0.0
3609448700.jpg#0r1n,1.0
4985529499.jpg#1r1n,0.0
4985529499.jpg#1r1c,2.0
4985529499.jpg#1r1e,1.0
7617087498.jpg#1r1n,0.0
7617087498.jpg#1r1e,1.0
7617087498.jpg#1r1c,0.0
5238681042.jpg#4r1c,1.0
5238681042.jpg#4r1n,0.0
5238681042.jpg#4r1e,1.0
2766954299.jpg#2r1e,1.0
2766954299.jpg#2r1c,0.0
2766954299.jpg#2r1n,1.0
4647449215.jpg#3r1c,0.0
4647449215.jpg#3r1n,2.0
4647449215.jpg#3r1e,0.0
4905053758.jpg#4r1n,0.0
4905053758.jpg#4r1e,1.0
4905053758.jpg#4r1c,2.0
3258391809.jpg#3r1n,2.0
3258391809.jpg#3r1c,1.0
3258391809.jpg#3r1e,1.0
5802826308.jpg#1r1c,0.0
5802826308.jpg#1r1e,0.0
5802826308.jpg#1r1n,0.0
2302516347.jpg#4r1e,1.0
2302516347.jpg#4r1n,0.0
2302516347.jpg#4r1c,1.0
3378389034.jpg#3r1n,0.0
3378389034.jpg#3r1e,2.0
3378389034.jpg#3r1c,2.0
3973858553.jpg#0r1n,1.0
3973858553.jpg#0r1c,2.0
3973858553.jpg#0r1e,0.0
4669745123.jpg#4r1n,0.0
4669745123.jpg#4r1c,2.0
4669745123.jpg#4r1e,0.0
4749092674.jpg#2r1c,2.0
4749092674.jpg#2r1n,0.0
4749092674.jpg#2r1e,1.0
40261771.jpg#1r1c,1.0
40261771.jpg#1r1e,1.0
40261771.jpg#1r1n,1.0
4442309939.jpg#1r1n,2.0
4442309939.jpg#1r1e,0.0
4442309939.jpg#1r1c,0.0
4015868140.jpg#4r1e,1.0
4015868140.jpg#4r1c,2.0
4015868140.jpg#4r1n,2.0
3275201035.jpg#2r1e,0.0
3275201035.jpg#2r1n,1.0
3275201035.jpg#2r1c,0.0
6503926903.jpg#3r1e,1.0
6503926903.jpg#3r1c,2.0
6503926903.jpg#3r1n,2.0
3205053031.jpg#3r1e,2.0
3205053031.jpg#3r1c,0.0
3205053031.jpg#3r1n,1.0
3213517626.jpg#1r1c,1.0
3213517626.jpg#1r1e,0.0
3213517626.jpg#1r1n,2.0
4501954896.jpg#1r1c,1.0
4501954896.jpg#1r1e,1.0
4501954896.jpg#1r1n,1.0
4501954896.jpg#2r1e,0.0
4501954896.jpg#2r1c,2.0
4501954896.jpg#2r1n,1.0
4169121436.jpg#4r1e,2.0
4169121436.jpg#4r1c,2.0
4169121436.jpg#4r1n,0.0
4169121436.jpg#3r1n,1.0
4169121436.jpg#3r1c,0.0
4169121436.jpg#3r1e,2.0
4467161305.jpg#3r1e,2.0
4467161305.jpg#3r1n,2.0
4467161305.jpg#3r1c,1.0
6790355893.jpg#2r1n,2.0
6790355893.jpg#2r1e,1.0
6790355893.jpg#2r1c,1.0
4934630252.jpg#0r1e,2.0
4934630252.jpg#0r1c,2.0
4934630252.jpg#0r1n,2.0
3856967640.jpg#4r1c,0.0
3856967640.jpg#4r1e,1.0
3856967640.jpg#4r1n,1.0
4872410393.jpg#0r1c,2.0
4872410393.jpg#0r1e,2.0
4872410393.jpg#0r1n,1.0
4637947642.jpg#3r1c,0.0
4637947642.jpg#3r1n,0.0
4637947642.jpg#3r1e,2.0
4897479032.jpg#0r1e,2.0
4897479032.jpg#0r1c,1.0
4897479032.jpg#0r1n,2.0
7432995570.jpg#0r1c,2.0
7432995570.jpg#0r1e,2.0
7432995570.jpg#0r1n,2.0
4745009944.jpg#0r1c,1.0
4745009944.jpg#0r1e,1.0
4745009944.jpg#0r1n,1.0
4977153596.jpg#1r1n,0.0
4977153596.jpg#1r1c,0.0
4977153596.jpg#1r1e,1.0
3447007090.jpg#0r1c,2.0
3447007090.jpg#0r1e,0.0
3447007090.jpg#0r1n,2.0
5248756214.jpg#0r1n,1.0
5248756214.jpg#0r1c,0.0
5248756214.jpg#0r1e,1.0
2528552898.jpg#1r1n,2.0
2528552898.jpg#1r1e,1.0
2528552898.jpg#1r1c,0.0
2925161354.jpg#4r1n,0.0
2925161354.jpg#4r1e,1.0
2925161354.jpg#4r1c,1.0
226065257.jpg#1r1e,1.0
226065257.jpg#1r1c,0.0
226065257.jpg#1r1n,1.0
976581518.jpg#0r1c,1.0
976581518.jpg#0r1e,0.0
976581518.jpg#0r1n,0.0
4455622662.jpg#4r1c,2.0
4455622662.jpg#4r1e,0.0
4455622662.jpg#4r1n,1.0
4455622662.jpg#0r1e,0.0
4455622662.jpg#0r1n,2.0
4455622662.jpg#0r1c,1.0
2599610484.jpg#4r1c,0.0
2599610484.jpg#4r1n,2.0
2599610484.jpg#4r1e,2.0
95151149.jpg#0r1e,1.0
95151149.jpg#0r1n,1.0
95151149.jpg#0r1c,0.0
2609133063.jpg#3r1n,2.0
2609133063.jpg#3r1c,1.0
2609133063.jpg#3r1e,1.0
297725738.jpg#1r1e,0.0
297725738.jpg#1r1c,2.0
297725738.jpg#1r1n,1.0
297725738.jpg#0r1e,1.0
297725738.jpg#0r1c,1.0
297725738.jpg#0r1n,1.0
3356748019.jpg#3r1n,2.0
3356748019.jpg#3r1c,1.0
3356748019.jpg#3r1e,0.0
439584948.jpg#0r1c,2.0
439584948.jpg#0r1e,2.0
439584948.jpg#0r1n,2.0
2891240104.jpg#4r1n,1.0
2891240104.jpg#4r1c,0.0
2891240104.jpg#4r1e,1.0
5688558209.jpg#0r1e,1.0
5688558209.jpg#0r1n,1.0
5688558209.jpg#0r1c,0.0
2789350645.jpg#1r1e,1.0
2789350645.jpg#1r1n,2.0
2789350645.jpg#1r1c,1.0
2619267133.jpg#1r1n,0.0
2619267133.jpg#1r1e,1.0
2619267133.jpg#1r1c,0.0
4656549774.jpg#1r1c,0.0
4656549774.jpg#1r1n,1.0
3708244207.jpg#0r1e,0.0
3708244207.jpg#0r1c,1.0
3708244207.jpg#0r1n,0.0
3699318394.jpg#3r1n,0.0
3699318394.jpg#3r1c,1.0
3699318394.jpg#3r1e,0.0
3080363242.jpg#0r1c,0.0
3080363242.jpg#0r1e,1.0
3080363242.jpg#0r1n,1.0
3652764505.jpg#0r1c,2.0
3652764505.jpg#0r1e,0.0
3652764505.jpg#0r1n,1.0
8091220380.jpg#0r1e,1.0
8091220380.jpg#0r1n,2.0
8091220380.jpg#0r1c,1.0
4901099086.jpg#3r1n,2.0
4901099086.jpg#3r1c,1.0
311619377.jpg#3r1c,2.0
311619377.jpg#3r1n,1.0
311619377.jpg#3r1e,0.0
3159569570.jpg#3r1e,0.0
3159569570.jpg#3r1n,0.0
3159569570.jpg#3r1c,1.0
3522749949.jpg#0r1n,0.0
3522749949.jpg#0r1c,2.0
3522749949.jpg#0r1e,0.0
4791485167.jpg#1r1c,1.0
4791485167.jpg#1r1e,2.0
4791485167.jpg#1r1n,1.0
2125288750.jpg#0r1e,2.0
2125288750.jpg#0r1c,0.0
2125288750.jpg#0r1n,2.0
2125288750.jpg#2r1n,1.0
2125288750.jpg#2r1e,1.0
2125288750.jpg#2r1c,1.0
2806447.jpg#1r1c,1.0
2806447.jpg#1r1n,0.0
2806447.jpg#1r1e,0.0
2309649133.jpg#0r1n,1.0
2309649133.jpg#0r1c,1.0
2309649133.jpg#0r1e,1.0
4857076027.jpg#3r1e,1.0
4857076027.jpg#3r1n,0.0
4857076027.jpg#3r1c,0.0
325470375.jpg#3r1n,1.0
325470375.jpg#3r1c,2.0
492358389.jpg#1r1n,0.0
492358389.jpg#1r1c,1.0
492358389.jpg#1r1e,1.0
4652284040.jpg#1r1n,1.0
4652284040.jpg#1r1c,0.0
4652284040.jpg#1r1e,1.0
2944675019.jpg#4r1n,1.0
2944675019.jpg#4r1c,1.0
2944675019.jpg#4r1e,2.0
3232802293.jpg#2r1c,0.0
3232802293.jpg#2r1n,0.0
3232802293.jpg#2r1e,2.0
3232802293.jpg#4r1c,1.0
3232802293.jpg#4r1n,1.0
3232802293.jpg#4r1e,1.0
2993318965.jpg#0r1e,0.0
2993318965.jpg#0r1n,1.0
2993318965.jpg#0r1c,0.0
163804372.jpg#2r1e,0.0
163804372.jpg#2r1c,2.0
163804372.jpg#2r1n,1.0
2230983294.jpg#2r1e,2.0
2230983294.jpg#2r1n,0.0
2230983294.jpg#2r1c,1.0
4688958106.jpg#2r1c,1.0
4688958106.jpg#2r1n,0.0
4688958106.jpg#2r1e,1.0
3966311887.jpg#2r1c,1.0
3966311887.jpg#2r1e,1.0
3966311887.jpg#2r1n,0.0
4709236295.jpg#2r1e,0.0
4709236295.jpg#2r1c,1.0
4709236295.jpg#2r1n,0.0
3861381128.jpg#0r1c,0.0
3861381128.jpg#0r1e,1.0
3861381128.jpg#0r1n,0.0
6320068122.jpg#0r1e,2.0
6320068122.jpg#0r1n,1.0
6320068122.jpg#0r1c,2.0
6620547703.jpg#2r1n,1.0
6620547703.jpg#2r1e,0.0
6620547703.jpg#2r1c,1.0
228949397.jpg#2r1e,0.0
228949397.jpg#2r1n,2.0
228949397.jpg#2r1c,1.0
6845811278.jpg#2r1c,1.0
6845811278.jpg#2r1e,2.0
6845811278.jpg#2r1n,2.0
312644387.jpg#1r1n,0.0
312644387.jpg#1r1e,1.0
312644387.jpg#1r1c,1.0
611910909.jpg#1r1c,0.0
611910909.jpg#1r1e,0.0
611910909.jpg#1r1n,2.0
2435508244.jpg#0r1n,0.0
2435508244.jpg#0r1c,0.0
2435508244.jpg#0r1e,0.0
578873882.jpg#1r1e,2.0
578873882.jpg#1r1c,1.0
37791887.jpg#0r1c,1.0
37791887.jpg#0r1e,0.0
37791887.jpg#0r1n,1.0
6314474316.jpg#1r1e,1.0
6314474316.jpg#1r1n,1.0
6314474316.jpg#1r1c,1.0
381754795.jpg#4r1c,1.0
381754795.jpg#4r1n,0.0
381754795.jpg#4r1e,1.0
4905392047.jpg#3r1e,0.0
4905392047.jpg#3r1n,1.0
4905392047.jpg#3r1c,2.0
212857743.jpg#0r1e,0.0
212857743.jpg#0r1c,0.0
3512003488.jpg#2r1c,0.0
3512003488.jpg#2r1n,1.0
3512003488.jpg#2r1e,2.0
3512003488.jpg#1r1n,0.0
3512003488.jpg#1r1c,1.0
3512003488.jpg#1r1e,1.0
3428386573.jpg#3r1e,1.0
3428386573.jpg#3r1c,2.0
3428386573.jpg#3r1n,2.0
6846170910.jpg#1r1e,1.0
6846170910.jpg#1r1n,0.0
3231751379.jpg#2r1n,1.0
3231751379.jpg#2r1c,2.0
3231751379.jpg#2r1e,1.0
4841235184.jpg#1r1c,1.0
4841235184.jpg#1r1n,0.0
4841235184.jpg#1r1e,0.0
4404978183.jpg#3r1c,1.0
4404978183.jpg#3r1n,2.0
4404978183.jpg#3r1e,2.0
610802443.jpg#0r1n,0.0
610802443.jpg#0r1e,1.0
610802443.jpg#0r1c,0.0
7754834862.jpg#1r1e,1.0
7754834862.jpg#1r1c,0.0
7754834862.jpg#1r1n,1.0
5222251832.jpg#3r1e,2.0
5222251832.jpg#3r1c,0.0
5222251832.jpg#3r1n,1.0
4574105974.jpg#1r1n,1.0
4574105974.jpg#1r1c,2.0
4574105974.jpg#1r1e,1.0
3987123697.jpg#2r1e,2.0
3987123697.jpg#2r1n,1.0
3987123697.jpg#2r1c,1.0
7591663030.jpg#1r1n,2.0
7591663030.jpg#1r1c,0.0
7591663030.jpg#1r1e,1.0
837919879.jpg#2r1c,0.0
837919879.jpg#2r1e,0.0
837919879.jpg#2r1n,1.0
3353278454.jpg#2r1n,0.0
3353278454.jpg#2r1e,2.0
3353278454.jpg#2r1c,0.0
4696935973.jpg#1r1c,0.0
4696935973.jpg#1r1n,1.0
4696935973.jpg#1r1e,0.0
3977684660.jpg#0r1n,0.0
3977684660.jpg#0r1e,0.0
3977684660.jpg#0r1c,1.0
4711694578.jpg#3r1n,0.0
4711694578.jpg#3r1c,2.0
4711694578.jpg#3r1e,0.0
4105944919.jpg#1r1n,0.0
4105944919.jpg#1r1c,1.0
4105944919.jpg#1r1e,1.0
2612759786.jpg#0r1c,2.0
2612759786.jpg#0r1n,0.0
2612759786.jpg#0r1e,0.0
686293997.jpg#0r1n,1.0
686293997.jpg#0r1c,0.0
686293997.jpg#0r1e,0.0
2897978268.jpg#2r1n,1.0
2897978268.jpg#2r1e,1.0
2897978268.jpg#2r1c,2.0
8151603778.jpg#4r1n,0.0
8151603778.jpg#4r1e,2.0
8151603778.jpg#4r1c,0.0
8151603778.jpg#1r1e,1.0
8151603778.jpg#1r1c,0.0
8151603778.jpg#1r1n,0.0
8039814484.jpg#0r1n,1.0
8039814484.jpg#0r1e,1.0
8039814484.jpg#0r1c,1.0
5097453728.jpg#2r1c,1.0
5097453728.jpg#2r1e,0.0
5097453728.jpg#2r1n,0.0
571507143.jpg#3r1n,1.0
571507143.jpg#3r1c,0.0
571507143.jpg#3r1e,2.0
3568918598.jpg#4r1c,1.0
3568918598.jpg#4r1e,0.0
3568918598.jpg#4r1n,1.0
6175408029.jpg#4r1e,1.0
6175408029.jpg#4r1n,1.0
6175408029.jpg#4r1c,1.0
511749704.jpg#3r1c,2.0
511749704.jpg#3r1e,0.0
511749704.jpg#3r1n,0.0
2135425492.jpg#1r1n,1.0
2135425492.jpg#1r1c,0.0
2135425492.jpg#1r1e,0.0
1131155939.jpg#4r1e,1.0
1131155939.jpg#4r1n,2.0
1131155939.jpg#4r1c,2.0
4071668705.jpg#0r1e,0.0
4071668705.jpg#0r1n,1.0
4071668705.jpg#0r1c,2.0
3624771682.jpg#1r1e,1.0
3624771682.jpg#1r1c,0.0
3624771682.jpg#1r1n,2.0
2641049916.jpg#2r1n,0.0
2641049916.jpg#2r1c,1.0
2641049916.jpg#2r1e,0.0
3301405384.jpg#0r1n,1.0
3301405384.jpg#0r1c,1.0
3301405384.jpg#0r1e,0.0
2037264035.jpg#0r1e,2.0
2037264035.jpg#0r1c,0.0
2037264035.jpg#0r1n,2.0
4669598715.jpg#0r1c,1.0
4669598715.jpg#0r1n,0.0
4669598715.jpg#0r1e,1.0
3341117695.jpg#2r1e,2.0
3341117695.jpg#2r1n,1.0
3341117695.jpg#2r1c,0.0
3341117695.jpg#3r1n,0.0
3341117695.jpg#3r1e,0.0
3341117695.jpg#3r1c,1.0
285208916.jpg#4r1c,2.0
285208916.jpg#4r1e,0.0
285208916.jpg#4r1n,2.0
4820830153.jpg#0r1n,1.0
4820830153.jpg#0r1c,2.0
4820830153.jpg#0r1e,1.0
2468906010.jpg#3r1e,1.0
2468906010.jpg#3r1c,1.0
2468906010.jpg#3r1n,0.0
4183630653.jpg#0r1c,1.0
4183630653.jpg#0r1e,0.0
4183630653.jpg#0r1n,1.0
6213858694.jpg#2r1n,0.0
6213858694.jpg#2r1e,0.0
6213858694.jpg#2r1c,1.0
3944169186.jpg#4r1n,2.0
3944169186.jpg#4r1e,0.0
3944169186.jpg#4r1c,1.0
6161755456.jpg#0r1n,2.0
6161755456.jpg#0r1e,2.0
6161755456.jpg#0r1c,1.0
134857559.jpg#1r1n,2.0
134857559.jpg#1r1e,0.0
134857559.jpg#1r1c,1.0
445348023.jpg#4r1e,0.0
445348023.jpg#4r1n,2.0
445348023.jpg#4r1c,1.0
2189995738.jpg#0r1n,0.0
2189995738.jpg#0r1e,1.0
2189995738.jpg#0r1c,2.0
2132295466.jpg#1r1c,1.0
2132295466.jpg#1r1e,2.0
2132295466.jpg#1r1n,2.0
2226343167.jpg#0r1n,2.0
2226343167.jpg#0r1c,2.0
2226343167.jpg#0r1e,0.0
1462460316.jpg#3r1n,0.0
1462460316.jpg#3r1e,2.0
1462460316.jpg#3r1c,0.0
1460500597.jpg#4r1n,1.0
1460500597.jpg#4r1c,2.0
1460500597.jpg#4r1e,1.0
5845214651.jpg#1r1c,2.0
